;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;motor
690;Ford Fiesta Hatch;Flex;28900.0;2010;180.0;Prata;0;São Paulo;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
691;Peugeot 307 Sedan Presence;Flex;28900.0;2010;160.0;Preto;0;São José do Rio Preto;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1600.0
692;Chevrolet Meriva Maxx;Flex;28900.0;2010;114.0;Branco;0;Viamão;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
693;Chevrolet Meriva Joy;Flex;28900.0;2011;115.744;Preto;0;Novo Hamburgo;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1400.0
694;Volkswagen Gol;Flex;28900.0;2011;111.111;Cinza;0;Farroupilha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
695;Chevrolet Corsa Hatch Maxx;Flex;28900.0;2010;138.0;Preto;0;Goiânia;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1400.0
696;Fiat Uno Vivace;Flex;28900.0;2010;178.6;Cinza;0;Cascavel;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
697;Renault Sandero Expression;Flex;28900.0;2010;210.2;Prata;0;Três Lagoas;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
698;Volkswagen Gol;Flex;28900.0;2010;126.0;Preto;0;São Paulo;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
699;Volkswagen Gol;Flex;28900.0;2010;130.0;Vermelho;0;Palmas;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1000.0
700;Citroën C3 GLX;Flex;28900.0;2010;3.0;Prata;0;Dois Irmãos;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1400.0
701;Renault Sandero Expression;Flex;28900.0;2011;150.0;Preto;0;Jundiaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
702;Citroën C3 Exclusive;Flex;28900.0;2010;114.0;Preto;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
703;Citroën C3 GLX;Flex;28900.0;2010;110.4;Preto;0;São José dos Pinhais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
704;Citroën C3 Exclusive;Flex;28900.0;2009;99.0;Prata;0;Mogi Guaçu;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1600.0
705;Chevrolet Prisma Maxx;Flex;28900.0;2009;146.648;Prata;0;Aparecida de Goiânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
706;Volkswagen Gol;Flex;28900.0;2009;202.016;Prata;0;Ceres;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1600.0
707;Fiat Idea ELX;Flex;28900.0;2009;138.0;Verde;0;Cascavel;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1400.0
708;Chevrolet Corsa Sedan Premium;Flex;28900.0;2009;300.0;Preto;0;São José do Rio Preto;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1400.0
709;Fiat Idea Adventure  Dualogic;Flex;28900.0;2010;129.83;Preto;1;Brasília;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1800.0
710;Chevrolet Prisma Maxx;Flex;28900.0;2009;118.35;Vermelho;0;São Paulo;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
711;Volkswagen Fox;Flex;28900.0;2010;194.793;Prata;0;Ribeirão Pires;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
712;Fiat Idea Adventure;Flex;28900.0;2010;140.0;Preto;0;São Paulo;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1800.0
713;Peugeot 307 Hatch. Presence Pack;Flex;28900.0;2009;140.0;Prata;0;São José dos Pinhais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
714;Chevrolet Prisma Maxx;Flex;28900.0;2009;140.0;Branco;0;Jundiaí;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1400.0
715;Fiat Palio Weekend ELX;Flex;28900.0;2009;307.5;Preto;0;Goianinha;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
716;Fiat Punto ELX;Flex;28900.0;2010;102.0;Preto;0;Fortaleza;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1400.0
717;Volkswagen Fox Route;Flex;28900.0;2008;207.0;Preto;0;Curitiba;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1600.0
718;Renault Sandero Privilège  Hi-Torque;Flex;28900.0;2008;160.0;Prata;0;Morro Agudo;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
719;Volkswagen Fox Plus;Flex;28900.0;2008;143.152;Prata;1;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1000.0
720;Volkswagen Fox City;Flex;28900.0;2009;144.0;Vermelho;0;Rio Negrinho;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000.0
721;Volkswagen SpaceFox;Flex;28900.0;2008;166.0;Prata;0;São José dos Campos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
722;Fiat Strada Fire;Flex;28900.0;2008;300.0;Branco;0;Alvorada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
723;Ford EcoSport Ecosport XLT;Gasolina;28900.0;2008;170.0;Prata;1;Araranguá;1;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;2000.0
724;Fiat Idea Adventure;Flex;28900.0;2007;186.0;Preto;0;Campinas;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1800.0
725;Volkswagen Fox Plus;Flex;28900.0;2007;142.277;Preto;0;Osasco;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1600.0
726;Volkswagen Fox Plus;Flex;28900.0;2007;150.239;Preto;0;São José dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
727;Volkswagen SpaceFox;Flex;28900.0;2008;196.0;Prata;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1600.0
728;Fiat Palio ELX;Flex;28900.0;2007;148.0;Preto;0;Palhoça;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1400.0
729;Fiat Idea Adventure;Flex;28900.0;2008;141.616;Cinza;0;Jundiaí;0;0;0;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1800.0
730;Ford EcoSport Ecosport XL;Flex;28900.0;2006;150.0;Preto;0;Jales;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
731;Chevrolet Montana Conquest;Flex;28900.0;2005;176.0;Preto;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800.0
732;Volkswagen Fox Plus;Flex;28900.0;2005;140.0;Prata;0;Cascavel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
733;Volkswagen Parati Track Field  MI;Flex;28900.0;2006;215.56;Preto;0;Matão;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1600.0
734;Ford Fiesta Sedan;Flex;28970.0;2011;126.0;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1600.0
735;Nissan Tiida S;Flex;28977.0;2012;90.047;Prata;0;Nova Iguaçu;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1800.0
736;Nissan Livina SL;Flex;28977.0;2011;99.014;Preto;1;Nova Iguaçu;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1800.0
737;Citroën C3 GLX;Flex;28980.0;2011;159.0;Preto;0;Campinas;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1400.0
738;Renault Sandero Expression;Flex;28980.0;2009;69.677;Preto;0;São Paulo;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
739;Ford Fiesta Hatch S Rocam;Flex;28990.0;2013;90.6;Prata;0;Olinda;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
740;Volkswagen Gol;Flex;28990.0;2011;98.0;Vermelho;0;Atibaia;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
741;Renault Sandero Expression;Flex;28990.0;2011;140.0;Prata;0;Valinhos;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
742;Citroën C3 Exclusive;Flex;28990.0;2011;125.0;Verde;1;Ribeirão Preto;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1400.0
743;Chevrolet Celta LT;Flex;28990.0;2011;164.315;Cinza;0;Campinas;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1000.0
744;Volkswagen Gol;Flex;28990.0;2012;120.0;Vermelho;0;Gravataí;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
745;Kia Picanto EX;Gasolina;28990.0;2010;176.0;Vermelho;0;Campinas;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1000.0
746;Volkswagen Gol;Flex;28990.0;2010;177.495;Vermelho;0;Avaré;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
747;Peugeot 307 Hatch. Presence;Flex;28990.0;2009;155.376;Preto;0;São Paulo;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1600.0
748;Chevrolet Prisma Maxx;Flex;28990.0;2009;162.0;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1400.0
749;Volkswagen Gol;Flex;28990.0;2009;124.0;Cinza;0;Nova Iguaçu;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1600.0
750;Volkswagen Fox Route;Flex;28990.0;2009;133.0;Prata;0;Campinas;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1000.0
751;Renault Clio Expression;Flex;28999.0;2014;109.955;Branco;0;Piraquara;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
752;Ford Fiesta Hatch;Flex;28999.0;2010;159.332;Vermelho;0;São José do Rio Preto;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
753;Chevrolet Prisma Maxx;Flex;28999.0;2009;163.958;Preto;0;Itararé;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1400.0
754;Fiat Palio Fire;Flex;29000.0;2014;130.0;Branco;0;Ibitinga;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
755;Chevrolet Celta LT;Flex;29000.0;2012;84.5;Prata;0;Juazeiro do Norte;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
756;Ford Fiesta Sedan  Rocam;Flex;29000.0;2011;92.302;Prata;0;Marabá;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
757;Citroën C3 GLX;Flex;29000.0;2011;159.325;Prata;0;Limeira;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1400.0
758;Chevrolet Agile LT;Flex;29000.0;2010;130.0;Cinza;0;Itumbiara;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1400.0
759;Fiat Palio Fire;Flex;29000.0;2010;137.0;Cinza;0;São Bernardo do Campo;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
760;Volkswagen Fox Sunrise;Flex;29000.0;2009;200.0;Prata;0;Santa Rita do Sapucaí;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
761;Volkswagen SpaceFox Sportline;Flex;29000.0;2009;230.0;Preto;0;Blumenau;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
762;Chevrolet Classic LS VHC E;Flex;29500.0;2013;60.08;Branco;0;São Carlos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
763;Chevrolet Classic LS VHC E;Flex;29500.0;2012;90.0;Prata;0;José Bonifácio;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1000.0
764;Chevrolet Meriva Premium;Flex;29500.0;2009;147.115;Cinza;1;Taubaté;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1800.0
765;Fiat Punto Attractive;Flex;29600.0;2010;159.0;Prata;0;São Paulo;0;1;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1400.0
766;Renault Sandero Expression;Flex;29600.0;2009;128.0;Branco;0;Blumenau;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
767;Volkswagen Fox;Flex;29700.0;2009;162.0;Prata;0;Osasco;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
768;Volkswagen SpaceFox Comfortline;MultiFlex (Alc;29700.0;2007;215.0;Prata;0;Blumenau;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
769;Chevrolet Meriva Premium;Flex;29700.0;2008;159.511;Prata;1;Curitiba;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1800.0
770;Peugeot 207 Hatch Active;Flex;29800.0;2014;138.794;Branco;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1400.0
771;Ford Fiesta Hatch SE  RoCam;Flex;29800.0;2014;129.0;Vermelho;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
772;Renault Clio Expression;Flex;29800.0;2013;162.225;Vermelho;0;Curitiba;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000.0
773;Chevrolet Classic LS VHC E;Flex;29800.0;2012;149.853;Verde;0;Curitiba;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1000.0
774;Citroën C4 GLX;Flex;29800.0;2011;175.0;Prata;0;Palhoça;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
775;Volkswagen Voyage  Total Flex;Flex;29800.0;2011;142.568;Branco;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
776;Renault Sandero Expression;Flex;29800.0;2012;221.568;Prata;0;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
777;Chevrolet Agile LT;Flex;29000.0;2010;130.0;Cinza;0;Itumbiara;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1400.0
778;Fiat Palio Fire;Flex;29000.0;2010;137.0;Cinza;0;São Bernardo do Campo;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
779;Volkswagen Fox Sunrise;Flex;29000.0;2009;200.0;Prata;0;Santa Rita do Sapucaí;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
780;Volkswagen SpaceFox Sportline;Flex;29000.0;2009;230.0;Preto;0;Blumenau;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
781;Chevrolet Classic LS VHC E;Flex;29500.0;2013;60.08;Branco;0;São Carlos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
782;Chevrolet Classic LS VHC E;Flex;29500.0;2012;90.0;Prata;0;José Bonifácio;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1000.0
783;Chevrolet Meriva Premium;Flex;29500.0;2009;147.115;Cinza;1;Taubaté;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1800.0
784;Fiat Punto Attractive;Flex;29600.0;2010;159.0;Prata;0;São Paulo;0;1;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1400.0
785;Renault Sandero Expression;Flex;29600.0;2009;128.0;Branco;0;Blumenau;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
786;Volkswagen Fox;Flex;29700.0;2009;162.0;Prata;0;Osasco;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
787;Volkswagen SpaceFox Comfortline;MultiFlex (Alc;29700.0;2007;215.0;Prata;0;Blumenau;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
788;Chevrolet Meriva Premium;Flex;29700.0;2008;159.511;Prata;1;Curitiba;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1800.0
789;Peugeot 207 Hatch Active;Flex;29800.0;2014;138.794;Branco;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1400.0
790;Ford Fiesta Hatch SE  RoCam;Flex;29800.0;2014;129.0;Vermelho;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
791;Renault Clio Expression;Flex;29800.0;2013;162.225;Vermelho;0;Curitiba;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000.0
792;Chevrolet Classic LS VHC E;Flex;29800.0;2012;149.853;Verde;0;Curitiba;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1000.0
793;Citroën C4 GLX;Flex;29800.0;2011;175.0;Prata;0;Palhoça;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
794;Volkswagen Voyage  Total Flex;Flex;29800.0;2011;142.568;Branco;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
795;Renault Sandero Expression;Flex;29800.0;2012;221.568;Prata;0;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
796;Renault Sandero Expression;Flex;29800.0;2010;116.25;Prata;0;Sorocaba;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
797;Chevrolet Meriva Joy;Flex;29800.0;2010;175.0;Preto;0;Curitiba;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1400.0
798;Volkswagen Fox;Flex;29800.0;2010;143.193;Vermelho;0;Curitiba;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1000.0
799;Peugeot 307 Hatch. Presence;Flex;29800.0;2009;157.0;Preto;0;São José do Rio Preto;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
800;Volkswagen Fox;Flex;29800.0;2009;138.889;Preto;0;Cascavel;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1000.0
801;Renault Sandero Expression;Flex;29875.0;2012;150.0;Preto;0;Santo André;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
802;Citroën C4 Pallas Exclusive;Flex;29887.0;2010;206.292;Prata;1;Sorocaba;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;2000.0
803;Chevrolet Classic LS VHC E;Flex;29890.0;2012;96.0;Bege;0;Campinas;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
804;Ford Fiesta Hatch Rocam;Flex;29890.0;2013;129.721;Branco;0;São Paulo;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
805;Chevrolet Celta LS;Flex;29890.0;2012;108.175;Preto;0;Osasco;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
806;Fiat Uno Way;Flex;29890.0;2012;148.946;Branco;0;São Paulo;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
807;Ford Fiesta Hatch;Flex;29890.0;2011;120.0;Preto;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
808;Ford Fiesta Hatch;Flex;29890.0;2010;158.0;Preto;0;Americana;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
809;Volkswagen Fox Plus;Flex;29890.0;2007;124.0;Vermelho;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1600.0
810;Volkswagen Polo Hatch.;Flex;29890.0;2007;169.0;Preto;0;Paulínia;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
811;Chevrolet Meriva Maxx;Flex;29890.0;2008;145.0;Cinza;0;São Paulo;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1800.0
812;Volkswagen SpaceFox Comfortline;Flex;29890.0;2006;135.0;Cinza;0;São Paulo;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
813;Chevrolet Classic LS VHC E;Flex;29897.0;2012;74.84;Cinza;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
814;Chevrolet Celta LT;Flex;29899.0;2011;105.1;Preto;0;Santo André;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
815;Ford Fiesta Sedan;Flex;29899.0;2009;156.0;Branco;0;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
816;Chevrolet Corsa Hatch Maxx;Flex;29899.0;2010;168.112;Preto;0;Santo André;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1400.0
817;Fiat Palio Fire;Flex;29900.0;2015;120.654;Preto;0;Sorocaba;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
818;Fiat Palio Fire;Flex;29900.0;2014;172.0;Branco;0;Curitiba;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;1000.0
819;Fiat Palio Fire;Flex;29900.0;2015;79.659;Branco;0;Porto Alegre;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
820;Jac J3  VVT S Jet Flex;Flex;29900.0;2014;165.61;Cinza;0;Brasília;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;1500.0
821;Renault Sandero Expression;Flex;29900.0;2013;61.0;Prata;0;Nova Iguaçu;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
822;Volkswagen Gol  TEC City;Flex;29900.0;2013;140.0;Vermelho;0;Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
823;Chevrolet Classic LS VHC E;Flex;29900.0;2013;129.578;Branco;0;Aparecida de Goiânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
824;Ford Fiesta Hatch S Rocam;Flex;29900.0;2013;161.0;Preto;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
825;Fiat Palio Fire;Flex;29900.0;2013;93.14;Branco;0;Curitiba;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1000.0
826;Volkswagen Gol;Flex;29900.0;2013;140.441;Prata;0;Contagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
827;Renault Clio Expression;Flex;29900.0;2014;86.0;Vermelho;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000.0
828;Ford Fiesta Hatch S Rocam;Flex;29900.0;2014;132.0;Vermelho;0;São Paulo;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
829;Fiat Uno Vivace;Flex;29900.0;2014;102.0;Branco;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
830;Ford Fiesta Hatch S Plus  RoCam;Flex;29900.0;2014;108.0;Branco;0;Sinop;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
831;Chevrolet Classic LS VHC E;Flex;29900.0;2013;63.29;Preto;0;Itaquaquecetuba;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
832;Ford Fiesta Hatch S Rocam;Flex;29900.0;2013;137.681;Preto;0;Carapicuíba;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
833;Fiat Siena EL;MultiFlex (Alc;29900.0;2014;200.0;Preto;0;Rio de Janeiro;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;1000.0
834;Renault Clio Expression;Flex;29900.0;2014;92.456;Branco;0;Araucária;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
835;Renault Clio Expression;Flex;29900.0;2013;140.0;Prata;0;Hortolândia;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
836;Ford Fiesta Hatch Rocam;Flex;29900.0;2012;108.0;Prata;0;Curitiba;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
837;Fiat Palio Fire;Flex;29900.0;2012;124.012;Prata;0;Caxias do Sul;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1000.0
838;Volkswagen Gol  TEC;Flex;29900.0;2012;106.0;Prata;0;Brasília;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
839;Renault Symbol  Privilège;Flex;29900.0;2012;170.0;Preto;0;Blumenau;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;1600.0
