;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;motor
2435;Nissan Versa  SL;Flex;37900.0;2013;102.82;Preto;0;Criciúma;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
2436;Volkswagen Fox  TEC  BlueMotion;Flex;37900.0;2013;154.0;Cinza;0;Curitiba;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1000.0
2437;Renault Logan Dynamique;Flex;37900.0;2014;190.0;Branco;0;Manaus;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
2438;Volkswagen Gol  TEC City;Flex;37900.0;2013;79.87;Prata;0;São Paulo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
2439;Volkswagen Voyage  VHT;Flex;37900.0;2014;127.43;Preto;0;Curitiba;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1600.0
2440;Renault Sandero Stepway;Flex;37900.0;2014;104.0;Preto;0;Belém;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
2441;Renault Sandero Privilege;Flex;37900.0;2013;135.765;Branco;1;Santo André;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;1600.0
2442;Fiat Grand Siena Essence;Flex;37900.0;2013;134.875;Preto;0;Recife;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1600.0
2443;Nissan Versa  SL;Flex;37900.0;2013;102.82;Preto;0;São José;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1600.0
2444;Renault Sandero Stepway  Hi-Flex;Flex;37900.0;2013;136.5;Preto;1;São Paulo;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
2445;Volkswagen Gol  TEC;Flex;37900.0;2014;189.0;Preto;0;Curitiba;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1000.0
2446;Citroën C3 Picasso GLX;Flex;37900.0;2012;84.385;Preto;0;Osasco;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1500.0
2447;Nissan March  S;Flex;37900.0;2012;131.713;Prata;0;Curitiba;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1000.0
2448;Volkswagen Voyage Comfortline;Flex;37900.0;2012;90.0;Preto;0;Nova Friburgo;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1600.0
2449;Toyota Etios Hatch Etios XLS;Flex;37900.0;2013;112.125;Branco;0;Praia Grande;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1500.0
2450;Chevrolet Sonic Hatch LT;Flex;37900.0;2012;125.797;Prata;1;Aparecida de Goiânia;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1600.0
2451;Chevrolet Agile LTZ;Flex;37900.0;2013;82.0;Vermelho;0;Sorocaba;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2452;Volkswagen Voyage   TEC Total Flex;Flex;37900.0;2012;96.303;Branco;0;Ribeirão Preto;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
2453;Fiat Palio Attractive;Flex;37900.0;2012;103.0;Vermelho;0;Resende;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1400.0
2454;Volkswagen Gol;Flex;37900.0;2012;116.5;Branco;0;Taubaté;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
2455;Nissan Sentra;Flex;37900.0;2012;139.439;Preto;1;Brasília;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2000.0
2456;Ford Focus Hatch GL;Flex;37900.0;2012;116.0;Prata;0;Belo Horizonte;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
2457;Fiat Punto Essence;Flex;37900.0;2013;144.601;Branco;0;Campinas;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2458;Volkswagen Polo Hatch  VHT Total Flex;Flex;37900.0;2012;120.0;Prata;0;Cachoeiras de Macacu;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2459;Fiat Palio Essence;Flex;37900.0;2012;100.159;Branco;0;São José dos Pinhais;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;1;1;1600.0
2460;Volkswagen Gol;Flex;37900.0;2012;300.0;Branco;0;Araxá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
2461;Toyota Etios Hatch Etios XLS;Flex;37900.0;2013;160.456;Prata;0;São Paulo;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;1;0;1;1500.0
2462;Fiat Punto Essence;Flex;37900.0;2012;117.0;Cinza;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
2463;Fiat Palio Sporting  Dualogic;GNV;37900.0;2013;119.0;Vermelho;1;Rio de Janeiro;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;1600.0
2464;Kia Picanto   J320;Flex;37900.0;2012;96.0;Vermelho;0;Rio de Janeiro;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1000.0
2465;Fiat Palio Attractive;Flex;37900.0;2012;144.52;Prata;0;São Paulo;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2466;Volkswagen Fox  VHT;Flex;37900.0;2012;128.0;Branco;0;Campo Bom;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1000.0
2467;Fiat Punto Essence;Flex;37900.0;2013;144.601;Branco;0;Hortolândia;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2468;Fiat Palio Attractive;Flex;37900.0;2012;122.2;Cinza;0;São Sebastião;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
2469;Volkswagen Fox  VHT Prime;Flex;37900.0;2012;88.531;Azul;1;Guarulhos;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
2470;Toyota Etios Sedan XS;Flex;37900.0;2013;104.291;Preto;0;Ponta Grossa;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1500.0
2471;Chevrolet Cobalt LT;Flex;37900.0;2013;66.997;Prata;1;Manaus;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1800.0
2472;Fiat Palio Attractive;Flex;37900.0;2012;125.0;Branco;0;Catanduva;1;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1400.0
2473;Ford Focus Hatch GL;Flex;37900.0;2012;116.0;Prata;0;Belo Horizonte;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
2474;Citroën C3 Picasso GL;Flex;37900.0;2012;154.0;Preto;0;São José dos Campos;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1500.0
2475;Fiat Punto Attractive;Flex;37900.0;2013;56.0;Preto;0;São Paulo;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2476;Volkswagen Fox  VHT;Flex;37900.0;2012;150.0;Vermelho;0;São Vicente;1;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;1600.0
2477;Citroën C3 Picasso GLX;Flex;37900.0;2012;135.0;Preto;0;São Paulo;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1500.0
2478;Ford Focus Sedan GLX;Flex;37900.0;2012;117.0;Cinza;1;São Paulo;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;2000.0
2479;Citroën Aircross Exclusive;Flex;37900.0;2011;113.0;Prata;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1600.0
2480;Volkswagen Fox  VHT Prime;Flex;37900.0;2011;79.118;Prata;0;Belo Horizonte;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2481;Volkswagen Polo Sedan Comfortline;Flex;37900.0;2011;161.0;Preto;0;Bauru;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1600.0
2482;Volkswagen Kombi Standard;Flex;37900.0;2011;226.0;Branco;0;Guarulhos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
2483;Renault Sandero Stepway;Flex;37900.0;2011;120.0;Cinza;0;Rio Bonito;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
2484;Volkswagen Fox  VHT Prime;Flex;37900.0;2011;167.745;Preto;0;Praia Grande;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
2485;Citroën C4 Picasso  La Luna;Gasolina;37900.0;2011;122.0;Preto;1;Curitiba;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;2000.0
2486;Ford Focus Hatch GLX;Flex;37900.0;2011;91.0;Prata;0;Curitiba;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2487;Fiat Palio Weekend Adventure;Flex;37900.0;2011;150.0;Cinza;0;Araranguá;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1800.0
2488;Ford EcoSport Ecosport XLT Freestyle;Flex;37900.0;2011;130.0;Branco;0;Rio das Ostras;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
2489;Volkswagen Fox  VHT;Flex;37900.0;2011;97.0;Preto;0;Mogi Guaçu;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2490;Volkswagen Fox  VHT Prime;Flex;37900.0;2012;105.34;Prata;0;Rio Verde;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1600.0
2491;Chevrolet Montana LS;Flex;37900.0;2012;161.0;Branco;0;São Paulo;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1400.0
2492;Volkswagen Fox  VHT Prime;Flex;37900.0;2011;140.0;Preto;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
2493;Citroën C3 Picasso GLX BVA;Flex;37900.0;2011;81.0;Prata;1;Jaraguá do Sul;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1600.0
2494;Volkswagen Fox  VHT;Flex;37900.0;2011;130.0;Prata;0;Criciúma;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2495;Volkswagen Fox  VHT;Flex;37900.0;2011;131.246;Prata;0;Campinas;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1600.0
2496;Chevrolet Cobalt LTZ;Flex;37900.0;2012;165.0;Prata;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
2497;Volkswagen Gol Power;Flex;37900.0;2011;80.4;Prata;0;São Paulo;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
2498;Chevrolet Montana LS;Flex;37900.0;2011;;Preto;0;Blumenau;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
2499;Ford EcoSport Ecosport Freestyle;Flex;37900.0;2011;149.0;Preto;0;Xanxerê;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1600.0
2500;Chevrolet Zafira Expression;Flex;37900.0;2010;123.456;Prata;1;Ribeirão Preto;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;2000.0
2501;Renault Fluence  Dynamique;Flex;37900.0;2011;168.637;Prata;0;São José dos Pinhais;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;2000.0
2502;Kia Soul EX   U.163;Gasolina;37900.0;2010;103.0;Cinza;0;Salvador;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
2503;Volkswagen Fox Prime;Flex;37900.0;2011;172.0;Prata;0;Brasília;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2504;Chevrolet Astra Hatch Advantage;Flex;37900.0;2011;111.0;Prata;0;Medianeira;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;2000.0
2505;Fiat Fiorino Furgão;Flex;37900.0;2011;175.0;Branco;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300.0
2506;Renault Fluence  Dynamique;Flex;37900.0;2011;183.0;Cinza;1;Barueri;1;1;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;2000.0
2507;Hyundai Tucson GLS;Gasolina;37900.0;2009;176.237;Preto;1;São José;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;2000.0
2508;Honda Fit LXL;Flex;37900.0;2009;172.275;Preto;1;Natal;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
2509;Hyundai i30 GLS;Gasolina;37900.0;2010;135.0;Prata;0;Caxias do Sul;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;2000.0
2510;Chevrolet Vectra Elite;Flex;37900.0;2009;100.0;Branco;1;Santa Maria;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2000.0
2511;Ford EcoSport Ecosport XLT;Flex;37900.0;2009;151.0;Preto;0;Catanduva;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;2000.0
2512;Ford EcoSport Ecosport XLT;GNV;37900.0;2009;128.808;Cinza;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1600.0
2513;Ford EcoSport Ecosport XLT;Flex;37900.0;2009;104.0;Prata;0;São Paulo;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;2000.0
2514;Honda Fit LX;Flex;37900.0;2009;;Dourado;0;Piracicaba;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1400.0
2515;Fiat Strada Adventure Locker;Flex;37900.0;2008;184.834;Verde;0;Rio das Ostras;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1800.0
2516;Audi A3  Turbo;Gasolina;37900.0;2005;173.2;Preto;0;Franca;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1800.0
2517;Volkswagen Voyage;Flex;37970.0;2012;113.955;Prata;0;Rio de Janeiro;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
2518;Volkswagen Gol  TEC City;Flex;37980.0;2013;124.0;Branco;0;Cascavel;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
2519;Citroën Aircross GLX;Flex;37987.0;2011;128.0;Preto;0;Ribeirão Preto;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2520;Renault Kwid Zen  SCe;Flex;37990.0;2018;94.126;Branco;0;Porto Alegre;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2521;Renault Kwid Zen  SCe;Flex;37990.0;2018;94.126;Branco;0;Porto Alegre;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2522;Renault Kwid Zen  SCe;Flex;37990.0;2018;94.126;Branco;0;São Leopoldo;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2523;Renault Kwid Zen  SCe;Flex;37990.0;2018;94.126;Branco;0;Porto Alegre;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2524;Renault Kwid Zen  SCe;Flex;37990.0;2018;94.126;Branco;0;Gravataí;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2525;Fiat Mobi Evo Easy;Flex;37990.0;2016;65.798;Branco;0;Blumenau;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
2526;Volkswagen Gol  TEC Track;Flex;37990.0;2015;188.136;Prata;0;Palotina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
2527;Volkswagen Up!  E-Flex take up!;Flex;37990.0;2015;95.417;Branco;0;Brasília;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
2528;Volkswagen Gol  TEC Trendline;Flex;37990.0;2015;75.0;Branco;0;Recife;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
2529;Nissan March  S;Flex;37990.0;2015;115.0;Branco;0;Jundiaí;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
2530;Volkswagen Gol  TEC Trendline;Flex;37990.0;2014;109.0;Branco;0;Presidente Prudente;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1000.0
2531;Fiat Siena EL;Flex;37990.0;2014;79.583;Preto;0;Fortaleza;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1000.0
2532;Volkswagen Up!  E-Flex move up!;Flex;37990.0;2014;136.083;Prata;0;Belo Horizonte;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1000.0
2533;Renault Clio Expression;Flex;37990.0;2014;56.0;Branco;0;Florianópolis;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2534;Fiat Siena EL;Flex;37990.0;2015;124.0;Prata;0;Hortolândia;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
2535;Fiat Uno Way;Flex;37990.0;2015;130.299;Cinza;0;Belo Horizonte;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1000.0
2536;Fiat Palio Attractive  Evo;Flex;37990.0;2014;166.29;Branco;0;Brasília;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
2537;Volkswagen Up!  E-Flex move up!;Flex;37990.0;2014;116.98;Branco;0;Belo Horizonte;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
2538;Fiat Palio Attractive  Evo;Flex;37990.0;2014;110.0;Branco;0;Belo Horizonte;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2539;Volkswagen Up!  E-Flex take up!;Flex;37990.0;2014;120.354;Branco;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
2540;Nissan March  SV;Flex;37990.0;2013;100.0;Prata;0;Piracicaba;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1600.0
2541;Nissan March  S;Flex;37990.0;2013;;Cinza;0;Brasília;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1000.0
2542;Fiat Idea Attractive;Flex;37990.0;2013;87.998;Prata;0;Rio de Janeiro;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1400.0
2543;Fiat Grand Siena Attractive;Flex;37990.0;2013;1.111;Vermelho;0;Volta Redonda;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1400.0
2544;Fiat Palio Attractive;Flex;37990.0;2013;101.797;Branco;0;Valinhos;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1400.0
2545;Volkswagen Fox  TEC;Flex;37990.0;2013;86.0;Branco;0;Amparo;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2546;Volkswagen Gol  VHT City;Flex;37990.0;2014;85.0;Prata;0;Campinas;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
2547;Volkswagen Fox  TEC;Flex;37990.0;2013;86.0;Branco;0;Campinas;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
2548;Volkswagen Fox  TEC;Flex;37990.0;2013;136.0;Prata;0;São Caetano do Sul;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1000.0
2549;Ford Fiesta Hatch  SE Plus  RoCam;Flex;37990.0;2014;138.0;Preto;0;São Paulo;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1600.0
2550;Renault Logan Dynamique;Flex;37990.0;2013;75.175;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
2551;Fiat Uno Sporting;Flex;37990.0;2012;106.0;Prata;0;São Paulo;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2552;Citroën C3 Exclusive;Flex;37990.0;2012;88.0;Cinza;1;Campinas;1;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2553;Chevrolet Agile LTZ;Flex;37990.0;2012;80.0;Branco;0;Florianópolis;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1400.0
2554;Fiat Palio Attractive;Flex;37990.0;2013;78.0;Branco;0;Campinas;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2555;Chevrolet Agile LTZ;Flex;37990.0;2012;138.177;Prata;0;Botucatu;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;1;1400.0
2556;Chevrolet Agile LTZ;Flex;37990.0;2012;165.0;Verde;0;Campinas;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
2557;Fiat Palio Attractive;Flex;37990.0;2012;108.0;Vermelho;0;Curitiba;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1000.0
2558;Citroën C3 Tendance;Flex;37990.0;2013;130.0;Branco;0;Campinas;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1500.0
2559;Citroën C3 Tendance;Flex;37990.0;2013;122.246;Vermelho;0;Bauru;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1500.0
2560;Fiat Palio Attractive;Flex;37990.0;2012;90.0;Preto;0;Fortaleza;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
2561;Citroën C3 Picasso GLX;Flex;37990.0;2012;163.0;Preto;1;Campinas;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1500.0
2562;Fiat Idea Adventure  Dualogic;Flex;37990.0;2012;83.32;Verde;1;São Paulo;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1800.0
2563;Citroën Aircross GLX;Flex;37990.0;2013;94.0;Preto;0;São Paulo;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1600.0
2564;Volkswagen SpaceFox Sportline iMotion;MultiFlex (Alc;37990.0;2012;99.0;Prata;1;Rio de Janeiro;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
2565;Fiat Grand Siena Attractive;Flex;37990.0;2013;138.0;Prata;0;Hortolândia;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1400.0
2566;Citroën Aircross Exclusive;Flex;37990.0;2011;100.0;Preto;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1600.0
2567;Volkswagen Fox  VHT I-Motion;Flex;37990.0;2011;130.5;Preto;1;Vila Velha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
2568;Volkswagen SpaceFox;Flex;37990.0;2011;108.0;Preto;0;Curitiba;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;1600.0
2569;Volkswagen Polo Hatch. Sportline;Flex;37990.0;2012;150.2;Preto;0;Hortolândia;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1600.0
2570;Citroën Aircross GLX;Flex;37990.0;2012;91.0;Preto;1;Santo André;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
2571;Volkswagen SpaceFox  Trend;Flex;37990.0;2011;115.0;Prata;0;Curitiba;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1600.0
2572;Volkswagen SpaceFox  Trend;MultiFlex (Alc;37990.0;2012;119.0;Preto;0;Rio das Ostras;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1600.0
2573;Volkswagen Fox Prime;Flex;37990.0;2010;134.6;Preto;0;Juazeiro do Norte;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2574;Volkswagen Fox Prime;Flex;37990.0;2010;134.6;Preto;0;Tianguá;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
2575;Volkswagen SpaceFox  Trend;Flex;37990.0;2011;152.0;Prata;0;Rio Claro;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1600.0
2576;Volkswagen Saveiro;Flex;37990.0;2009;188.58;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
2577;Chrysler PT Cruiser Classic;Gasolina;37990.0;2008;89.0;Preto;1;São Bernardo do Campo;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2400.0
2578;Chrysler PT Cruiser Classic;Gasolina;37990.0;2008;86.9;Vermelho;1;Campinas;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;2400.0
2579;Chevrolet Vectra Elegance;Flex;37990.0;2008;176.0;Preto;1;Mogi das Cruzes;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2000.0
2580;Ford EcoSport Ecosport XLT;Flex;37990.0;2009;118.29;Preto;0;Americana;1;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;2000.0
2581;Fiat Palio Attractive;Flex;37999.0;2013;119.029;Prata;0;Franca;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1400.0
