modelo,combustivel,preco,ano,km,cor,cambio,cidade,airbag motorista,freios ABS,airbag passageiro,ar-condicionado,direção elétrica,volante com regulagem de altura,travas elétricas,cd player com MP3,entrada USB,vidros elétricos dianteiros,limajuste de alturap. traseiro,desemb. traseiro,alarme,ajuste de altura,distribuição eletrônica de frenagem,controle de tração,retrovisores elétricos,piloto automático,Kit Multimídia,bancos de couro,limp. traseiro,motor
Fiat Palio Essence,Flex,37900.0,2014,112.0,Preto,0,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Chevrolet Corsa Hatch Maxx,Flex,29900.0,2009,43.0,Preto,0,Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Attractive,Flex,38900.0,2016,105.19,Prata,0,Matão,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1000.0
Kia Picanto EX,Flex,26900.0,2010,154.0,Preto,0,Porto Alegre,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
Ford Fiesta Hatch Rocam,Flex,28900.0,2012,154.0,Vermelho,0,Brasília,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Kia Picanto EX,Gasolina,28990.0,2010,176.0,Vermelho,0,Campinas,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
Chevrolet Celta LT,Flex,34990.0,2014,92.792,Cinza,0,Ribeirão Preto,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Palio Attractive  Evo,MultiFlex (Alc,38900.0,2014,79.0,Preto,0,Rio de Janeiro,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1000.0
Fiat Grand Siena Attractive,Flex,38990.0,2012,,Prata,0,Brasília,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1400.0
Fiat Siena EL,MultiFlex (Alc,34900.0,2013,200.0,Cinza,0,Rio de Janeiro,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1400.0
Chevrolet Agile LTZ,Flex,32900.0,2011,138.109,Prata,0,Itapetininga,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1400.0
Fiat Uno Vivace,Flex,34990.0,2014,108.0,Branco,0,Campinas,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage  Total Flex,Flex,36990.0,2012,89.4,Prata,0,Barretos,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1000.0
Volkswagen Fox  VHT,Flex,33000.0,2012,120.0,Prata,0,Contagem,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Gol,Flex,27000.0,2009,198.0,Preto,0,Itapira,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen SpaceFox,Flex,28900.0,2008,196.0,Prata,0,São Paulo,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1600.0
Chevrolet Montana LS,Flex,38900.0,2011,123.456,Cinza,0,São Carlos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Uno Way,Flex,35000.0,2012,109.001,Branco,0,Umuarama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,35900.0,2012,87.0,Preto,0,Manaus,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Polo Hatch. Sportline,Flex,37990.0,2012,150.2,Preto,0,Hortolândia,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1600.0
Chevrolet Spin LT 5S,Flex,38900.0,2013,228.0,Cinza,0,Sumaré,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1800.0
Ford Ka,Flex,27990.0,2012,130.0,Prata,0,Rio Branco,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox  VHT,Flex,38800.0,2012,142.431,Vermelho,0,São Bernardo do Campo,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1600.0
Fiat Palio Attractive,Flex,37999.0,2013,119.029,Prata,0,Franca,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1400.0
Ford Fiesta Sedan  Rocam,Flex,35800.0,2013,124.0,Prata,0,Votuporanga,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1600.0
Renault Fluence  Dynamique,Flex,37900.0,2011,168.637,Prata,0,São José dos Pinhais,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2000.0
Renault Sandero Expression,Flex,29900.0,2011,178.0,Prata,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Fiat Palio ELX,Flex,26600.0,2010,111.0,Branco,0,São Carlos,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1000.0
Ford Ka,Flex,25000.0,2013,105.0,Preto,0,São Paulo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Citroën C3 XTR,Flex,27900.0,2008,190.0,Vermelho,0,Jundiaí,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1400.0
Renault Sandero Authentique,Flex,38900.0,2015,103.132,Branco,0,Curitiba,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Nissan March  SV,Flex,38990.0,2013,98.0,Prata,0,Campo Grande,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1600.0
Renault Clio Authentique,Flex,30890.0,2015,91.523,Vermelho,0,São Paulo,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000.0
Peugeot 207 Hatch Active,Flex,29800.0,2014,138.794,Branco,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1400.0
Chevrolet Classic LS  VHCE,Flex,38900.0,2015,41.0,Prata,0,Parnamirim,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Ford Fiesta Hatch,Flex,25900.0,2011,122.0,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Volkswagen Up!  E-Flex take up!,Flex,38900.0,2014,97.0,Branco,0,Cuiabá,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Renault Sandero Expression,Flex,25990.0,2010,140.0,Vermelho,0,Campinas,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1000.0
Renault Sandero Stepway,Flex,34500.0,2011,92.0,Vermelho,0,Piracicaba,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1600.0
Volkswagen CrossFox,Flex,27900.0,2006,103.534,Prata,0,Goiânia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Palio Attractive,Flex,38900.0,2012,139.729,Branco,0,Mirassol,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,33900.0,2014,120.0,Preto,0,Campinas,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Siena EL,Flex,36590.0,2013,163.456,Vermelho,0,Santa Inês,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400.0
Ford Fiesta Hatch Rocam,Flex,34900.0,2013,64.378,Preto,0,Colombo,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol,Flex,25900.0,2012,84.0,Preto,0,Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Renault Clio Expression,Flex,33900.0,2015,74.125,Branco,0,Rio de Janeiro,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Ka,Flex,26900.0,2012,93.0,Branco,0,Brasília,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Agile LTZ,Flex,33900.0,2010,129.0,Prata,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1400.0
Fiat Palio Fire,Flex,29900.0,2012,124.012,Prata,0,Caxias do Sul,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1000.0
Ford Fiesta Hatch Rocam,Flex,29900.0,2012,215.0,Preto,0,Joinville,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,35900.0,2011,131.0,Cinza,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1000.0
Nissan Livina X-Gear SL,Flex,35900.0,2013,148.0,Branco,1,Barueri,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1800.0
Fiat Palio Attractive,Flex,32499.0,2011,69.833,Prata,0,Mossoró,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Agile LTZ,Flex,32900.0,2011,138.109,Prata,0,Sorocaba,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1400.0
Ford EcoSport Ecosport XLT,Flex,35900.0,2011,132.857,Prata,0,Teresópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Celta LT,Flex,34900.0,2013,104.0,Preto,0,Atibaia,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Citroën C3 GLX,Flex,28980.0,2011,159.0,Preto,0,Campinas,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1400.0
Fiat Palio Fire,Flex,25900.0,2010,112.0,Verde,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,36900.0,2014,112.322,Preto,0,Batatais,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Citroën C3 Exclusive,Flex,29900.0,2009,174.0,Preto,1,Bragança Paulista,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1600.0
Citroën C3 Exclusive,Flex,32900.0,2010,114.3,Prata,1,Volta Redonda,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1600.0
Volkswagen Up!  E-Flex take up!,Flex,37990.0,2014,120.354,Branco,0,São Paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Fox City,Flex,26900.0,2009,103.15,Prata,0,Criciúma,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1000.0
Volkswagen Nivus  200 TSI Highline,Flex,118990.0,2021,25.202,Cinza,1,São Carlos,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1000.0
Fiat Idea Adventure  E.TorQ Dualogic,Flex,33900.0,2012,132.123,Azul,1,Macaé,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1800.0
Fiat Palio Fire,Flex,29990.0,2013,157.438,Prata,0,Porto Alegre,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Peugeot 207 Hatch XR,Flex,23900.0,2010,127.336,Preto,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400.0
Volkswagen Fox,Flex,31900.0,2011,111.111,Preto,0,Dourados,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Nissan Livina S,Flex,38900.0,2014,96.063,Verde,1,Osasco,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1800.0
Fiat Palio ELX,Flex,29900.0,2009,148.0,Prata,0,Curitiba,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400.0
Nissan Livina SL  aut.,Flex,32900.0,2009,157.0,Bege,1,São Paulo,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1800.0
Nissan Versa  SV,Flex,36900.0,2014,102.0,Prata,0,Praia Grande,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1600.0
Citroën C3 GLX,Flex,27500.0,2011,90.5,Prata,0,Uberlândia,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1400.0
Chevrolet Astra Hatch Advantage,Flex,29900.0,2007,137.252,Prata,0,Praia Grande,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2000.0
Volkswagen Gol  TEC Seleção,Flex,36770.0,2014,130.78,Preto,0,Contagem,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1000.0
Chevrolet Astra Sedan Advantage,Flex,34900.0,2009,93.0,Preto,0,Santo André,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2000.0
Chevrolet Agile LTZ,Flex,34990.0,2011,174.4,Vermelho,0,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1400.0
Volkswagen Gol,Flex,25900.0,2012,84.0,Preto,0,Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,29000.0,2012,84.5,Prata,0,Juazeiro do Norte,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Fox  VHT,Flex,35900.0,2012,77.665,Vermelho,0,Santo André,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Astra Sedan Advantage,Flex,32900.0,2010,95.0,Vermelho,0,Macapá,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2000.0
Renault Kwid Zen  SCe,Flex,37900.0,2017,1.0,Prata,0,São João de Meriti,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1000.0
Chevrolet Corsa Hatch Maxx,Flex,28000.0,2011,72.967,Preto,0,Montes Claros,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Fiat Palio Essence,Flex,33890.0,2012,138.0,Prata,0,Santo André,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1600.0
Peugeot 308 Feline  16v,Flex,38800.0,2012,139.805,Cinza,1,São Bernardo do Campo,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,2000.0
Renault Fluence  Dynamique,Flex,34900.0,2013,91.352,Prata,0,Rio de Janeiro,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,2000.0
Volkswagen Gol  VHT City,Flex,38900.0,2012,67.258,Prata,0,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Agile LTZ,Flex,35500.0,2012,79.088,Branco,0,Patos de Minas,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1400.0
Volkswagen Gol  VHT,Flex,33990.0,2011,132.182,Vermelho,0,Campo Grande,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Hyundai Tucson  T-GDI GLS,Gasolina,139510.0,2021,51.336,Branco,1,Cuiabá,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1600.0
Volkswagen Fox  TEC,Flex,37800.0,2012,135.885,Branco,0,Curitiba,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1000.0
Fiat Siena EL,Flex,36900.0,2014,125.0,Branco,0,Volta Redonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Volkswagen Fox Prime,Flex,37890.0,2011,121.0,Vermelho,0,São Bernardo do Campo,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1600.0
Ford EcoSport Ecosport Freestyle,Flex,35900.0,2007,129.0,Preto,1,Santos,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,37900.0,2011,97.0,Preto,0,Mogi Guaçu,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1600.0
Renault Logan Expression,Flex,38000.0,2015,140.0,Branco,0,Araraquara,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1000.0
Volkswagen Fox Plus,Flex,28900.0,2005,140.0,Prata,0,Cascavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Volkswagen Gol  TEC City,Flex,38890.0,2014,153.0,Preto,0,Barueri,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Celta LT,Flex,32890.0,2013,77.56,Preto,0,São Bernardo do Campo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Idea ELX,Flex,29900.0,2009,173.0,Prata,0,São Paulo,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1400.0
Citroën C4 GLX,Flex,36900.0,2012,92.0,Cinza,0,Caxias do Sul,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Peugeot 207 Hatch Active,Flex,28890.0,2014,91.3,Branco,0,Curitiba,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1400.0
Kia Soul EX   U.163,Gasolina,37900.0,2010,103.0,Cinza,0,Salvador,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Nissan Livina SL,Flex,35900.0,2011,119.7,Preto,1,São Paulo,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1800.0
Chevrolet Celta LT,Flex,38990.0,2014,100.0,Prata,0,Alvorada,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Linea Absolute  Dualogic,Flex,35900.0,2012,95.104,Prata,1,Belo Horizonte,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1800.0
Citroën C4 GLX,Flex,34900.0,2011,112.2,Prata,0,São José dos Campos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0
Fiat Palio Attractive,Flex,34990.0,2012,95.0,Vermelho,0,São Paulo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Ford Ka Hatch SE Plus,Flex,37900.0,2014,168.78,Prata,0,São Paulo,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1000.0
Toyota Corolla Sedan XEi,Flex,36900.0,2005,221.0,Cinza,1,Blumenau,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1800.0
Renault Sandero Authentique,Flex,33900.0,2014,127.0,Preto,0,Jundiaí,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen Voyage Comfortline,Flex,33800.0,2011,155.0,Prata,0,Blumenau,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1600.0
Fiat Punto Essence,Flex,36890.0,2012,119.4,Preto,0,Mogi das Cruzes,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat Grand Siena Attractive,Flex,37900.0,2013,165.0,Branco,0,Fortaleza,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1400.0
Chevrolet Celta LT,Flex,27900.0,2012,159.0,Cinza,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1000.0
Volkswagen SpaceFox  Trend I-Motion,Flex,38900.0,2012,116.0,Prata,1,São Paulo,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1600.0
Chevrolet Vectra Expression,Flex,35900.0,2009,188.391,Preto,0,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Volkswagen Gol  TEC,Flex,34900.0,2012,100.619,Prata,0,Bocaiúva do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Toyota Etios Sedan XS,Flex,37900.0,2013,104.291,Preto,0,Ponta Grossa,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1500.0
Fiat Palio ELX,Flex,28900.0,2007,148.0,Preto,0,Palhoça,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1400.0
Volkswagen Fox Plus,Flex,27900.0,2007,216.0,Preto,0,Contagem,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1600.0
Volkswagen Fox  VHT,Flex,38890.0,2011,110.763,Cinza,0,Sorocaba,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1600.0
Citroën C3 GLX,Flex,26000.0,2010,110.0,Preto,0,São Paulo,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1400.0
Chevrolet Celta LS,Flex,26900.0,2011,122.731,Preto,0,Curitiba,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Toyota Corolla Sedan XLi,Gasolina,33900.0,2005,190.0,Prata,0,Jaú,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1600.0
Fiat Siena EL,Flex,28900.0,2012,95.0,Prata,0,Rio de Janeiro,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0
Fiat Siena EL,Flex,24900.0,2009,156.0,Preto,0,São Bernardo do Campo,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1000.0
Chevrolet Vectra GT,Flex,32990.0,2008,214.0,Cinza,0,Brasília,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2000.0
Peugeot 307 Sedan Presence,Flex,28900.0,2010,160.0,Preto,0,São José do Rio Preto,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1600.0
Ford EcoSport Ecosport XLT,Flex,37900.0,2009,151.0,Preto,0,Catanduva,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2000.0
Nissan Grand Livina SL,MultiFlex (Alc,36900.0,2014,123.0,Vermelho,1,Rio de Janeiro,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1800.0
Volkswagen SpaceFox Sportline iMotion,MultiFlex (Alc,37990.0,2012,99.0,Prata,1,Rio de Janeiro,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600.0
Renault Clio Hatch. Campus,Flex,21900.0,2010,118.615,Preto,0,Jundiaí,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Fiat Palio Essence,Flex,38890.0,2013,89.0,Cinza,1,São Paulo,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Nissan March  SV,Flex,38900.0,2012,43.99,Prata,0,Catanduva,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Volkswagen Gol  TEC City,Flex,37000.0,2014,91.0,Prata,0,Lins,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol,Flex,22900.0,2010,160.536,Cinza,0,Sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Nissan Versa  SV,Flex,38900.0,2012,196.0,Cinza,0,Bauru,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1600.0
Citroën Xsara Picasso Exclusive,Flex,29900.0,2011,,Prata,0,Pelotas,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1600.0
Chevrolet Classic LS VHC E,Flex,27990.0,2012,49.5,Preto,0,São Vicente,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0
Audi A3  Turbo,Gasolina,37900.0,2005,173.2,Preto,0,Franca,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1800.0
Renault Clio Expression,Flex,34900.0,2015,77.0,Preto,0,Niterói,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Chevrolet Corsa Hatch Maxx,Flex,26900.0,2010,98.999,Cinza,0,Curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0
Renault Megane Grand Tour Mégane Grand Tour Dynamique,Flex,32900.0,2011,89.524,Prata,0,São Paulo,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1600.0
Fiat Uno Vivace,Flex,32900.0,2012,116.306,Preto,0,Curitiba,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
Hyundai Tucson GLS,Gasolina,36900.0,2008,99.0,Prata,1,São José dos Pinhais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
Fiat Uno Way,Flex,29890.0,2012,148.946,Branco,0,São Paulo,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Chevrolet Agile LT,Flex,29900.0,2011,149.0,Cinza,0,São José do Rio Preto,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400.0
Fiat Uno Way,Flex,27990.0,2011,95.0,Bege,0,Valinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0
Volkswagen Gol  TEC,Flex,29900.0,2012,106.0,Prata,0,Brasília,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1000.0
Renault Sandero Expression,Flex,38970.0,2014,99.0,Cinza,0,São Paulo,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1600.0
Chevrolet Montana Sport,Flex,35990.0,2007,159.0,Prata,0,São Paulo,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1800.0
Volkswagen Gol  TEC,Flex,34777.0,2012,142.0,Preto,0,Campinas,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1000.0
